ranking,SEQ_ORGAO,NOMEDAVARA,SEQ_ORGAO_PAI,GRAU_ORGAO,SEQ_CIDADE,DSC_CIDADE,SIG_UF,COD_IBGE,DSC_TIP_ORGAO,TIP_ESFERA_JUSTICA,INT_ORDEM_ORGAO,LATITUDE,LONGITUDE,CAPITAL,qtd_processos,tempo_medio_proc,tempo_entre_movs,cluster_processual_mais_comum,cluster_unidade,procs_em_alerta,ranking,pontuacao_unidade
95.0,20049,GABINETE - DESEMBARGADORA DO TRABALHO IVANA MAGALDI,13201.0,GRA2T,4278.0,salvador,BA,2927408.0,Gabinete de Desembargador do Trabalho,T,,-12.971403,-38.5004884,1,145,63.31034482758621,-0.3597936851595245,1,1,0,95.0,-2064514.3431590772
96.0,20054,GABINETE - DESEMBARGADORA DO TRABALHO MARIA ADNA AGUIAR,13201.0,GRA2T,4278.0,salvador,BA,2927408.0,Gabinete de Desembargador do Trabalho,T,,-12.971403,-38.5004884,1,142,38.40845070422535,0.26326899298815026,1,1,0,96.0,-2057296.3055556153
97.0,50362,Gab. Des. Maria Roseli Mendes Alencar,13203.0,GRA2T,1808.0,fortaleza,CE,2304400.0,Gabinete de Desembargador do Trabalho,T,0.0,-3.738963,-38.4932895,1,145,70.18620689655172,9.50551531936376,1,1,0,97.0,-2041283.046789481
98.0,20057,GABINETE - DESEMBARGADORA DO TRABALHO VÂNIA CHAVES,13201.0,GRA2T,4278.0,salvador,BA,2927408.0,Gabinete de Desembargador do Trabalho,T,,-12.971403,-38.5004884,1,137,12.233576642335766,-0.5451336003581552,1,1,0,98.0,-2020326.820365001
99.0,20050,GABINETE - DESEMBARGADORA DO TRABALHO LÉA REIS NUNES,13201.0,GRA2T,4278.0,salvador,BA,2927408.0,Gabinete de Desembargador do Trabalho,T,0.0,-12.971403,-38.5004884,1,136,-20.654411764705888,-0.7425592183885552,1,1,0,99.0,-1993858.4740348498
100.0,50351,Gab. Des. Claudio Soares Pires,13203.0,GRA2T,1808.0,fortaleza,CE,2304400.0,Gabinete de Desembargador do Trabalho,T,0.0,-3.738963,-38.4932895,1,139,71.0071942446043,4.862035514515599,1,1,0,100.0,-1962126.0216835814
101.0,20067,GABINETE - DESEMBARGADOR DO TRABALHO PAULINO COUTO,13201.0,GRA2T,4278.0,salvador,BA,2927408.0,Gabinete de Desembargador do Trabalho,T,,-12.971403,-38.5004884,1,138,78.35507246376811,0.7653515335535536,1,1,0,101.0,-1943522.767106821
102.0,29318,"GAB, DA DESEMB, KATHIA MARIA BOMTEMPO DE ALBUQUERQUE",13214.0,GRA2T,1903.0,goiania,GO,5208707.0,Gabinete de Desembargador do Trabalho,T,,-16.699153364937,-49.27290682597,1,134,57.55223880597014,3.2186350807038075,2,1,0,102.0,-1911774.785912448
103.0,30408,GABINETE DA DESEMBARGADORA DO TRABALHO SOCORRO GUIMARÃES,13210.0,GRA2T,3927.0,porto velho,RO,1100205.0,Gabinete de Desembargador do Trabalho,T,,-8.767326,-63.904235,1,129,-8.581395348837209,-0.7151162790697675,1,1,0,103.0,-1906838.762792424
104.0,20069,GABINETE - DESEMBARGADOR DO TRABALHO RENATO MÁRIO SIMÕES,13201.0,GRA2T,4278.0,salvador,BA,2927408.0,Gabinete de Desembargador do Trabalho,T,,-12.971403,-38.5004884,1,128,-66.5859375,-1.6674380328421388,1,1,0,104.0,-1816591.6432847527
105.0,20292,SECRETARIA DA 2ª TURMA,13205.0,GRA2T,1488.0,curitiba,PR,4106902.0,Gabinete de Desembargador do Trabalho,T,,-25.4329489,-49.2801211,1,120,18.191666666666666,2.4962411895284697,1,1,0,105.0,-1760128.0839342894
106.0,30657,GABINETE DA DESEMBARGADORA LIANA CHAIB,13218.0,GRA2T,5149.0,teresina,PI,2211001.0,Gabinete de Desembargador do Trabalho,T,,-5.045,-42.4706,1,126,1317.6984126984128,169.6666834615139,3,3,0,106.0,-1614964.190632496
107.0,20297,SECRETARIA DA 7ª TURMA,13205.0,GRA2T,1488.0,curitiba,PR,4106902.0,Gabinete de Desembargador do Trabalho,T,,-25.4329489,-49.2801211,1,108,0.7777777777777778,-0.435047917052561,1,1,0,107.0,-1605140.1357037057
108.0,20756,GAB. DESª MARIA DO SOCORRO SILVA EMERENCIANO,13202.0,GRA2T,4059.0,recife,PE,2611606.0,Gabinete de Desembargador do Trabalho,T,,-8.0558555555556,-34.873275,1,115,110.49565217391304,4.846720808978554,2,1,0,108.0,-1577933.350303231
109.0,74270,GAB. DES. CARLOS EDUARDO GOMES PUGLIESI,13202.0,GRA2T,4059.0,recife,PE,2611606.0,Gabinete de Desembargador do Trabalho,T,,-8.0558555555556,-34.873275,1,111,89.5945945945946,3.5434797931855155,2,1,0,109.0,-1547692.6213605867
110.0,20273,GABINETE TRT9 14,13205.0,GRA2T,1488.0,curitiba,PR,4106902.0,Gabinete de Desembargador do Trabalho,T,,-25.4329489,-49.2801211,1,101,23.673267326732674,1.7203711411201192,1,1,0,110.0,-1476675.3208221572
111.0,20755,GAB. DES. RUY SALATHIEL DE ALBUQUERQUE E MELLO VENTURA,13202.0,GRA2T,4059.0,recife,PE,2611606.0,Gabinete de Desembargador do Trabalho,T,,-8.0558555555556,-34.873275,1,106,91.67924528301887,4.402108979960496,2,1,0,111.0,-1474853.1542840977
112.0,47061,GABINETE MARIA DA GRAÇA RIBEIRO CENTENO,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,0.0,-30.0255,-51.1338,1,110,155.1818181818182,6.122794168346416,1,1,0,112.0,-1458765.5115202083
113.0,20262,GABINETE TRT9 3,13205.0,GRA2T,1488.0,curitiba,PR,4106902.0,Gabinete de Desembargador do Trabalho,T,,-25.4329489,-49.2801211,1,96,2.96875,0.01972471859114017,1,1,0,113.0,-1425077.465816674
114.0,20282,GABINETE TRT9 23,13205.0,GRA2T,1488.0,curitiba,PR,4106902.0,Gabinete de Desembargador do Trabalho,T,,-25.4329489,-49.2801211,1,98,32.0,3.0292461854374246,1,1,0,114.0,-1423368.3379360598
115.0,20592,Gabinete do Desembargador Vicente José Malheiros da Fonseca,13204.0,GRA2T,572.0,belem,PA,1501402.0,Gabinete de Desembargador do Trabalho,T,,-1.4383166666667,-48.486861111111,1,123,329.9430894308943,9.451086514330656,1,1,0,115.0,-1412124.6334259969
116.0,20294,SECRETARIA DA 4ª TURMA,13205.0,GRA2T,1488.0,curitiba,PR,4106902.0,Gabinete de Desembargador do Trabalho,T,,-25.4329489,-49.2801211,1,95,1.9263157894736842,0.11456140350877192,1,1,0,116.0,-1411132.2693875548
117.0,20279,GABINETE TRT9 20,13205.0,GRA2T,1488.0,curitiba,PR,4106902.0,Gabinete de Desembargador do Trabalho,T,,-25.4329489,-49.2801211,1,96,18.05208333333333,1.3179049956582112,1,1,0,117.0,-1409351.2127506898
118.0,70798,GABINETE DE DESEMBARGADOR N. 18,13199.0,GRA2T,583.0,belo horizonte,MG,3106200.0,Gabinete de Desembargador do Trabalho,T,0.0,-19.9334329,-43.9263712,1,102,106.12745098039215,3.7028260040955416,1,1,0,118.0,-1405171.3119761446
119.0,20590,Gabinete do Desembargador Ida Selene Duarte Sirotheau Correa Braga,13204.0,GRA2T,572.0,belem,PA,1501402.0,Gabinete de Desembargador do Trabalho,T,,-1.4383166666667,-48.486861111111,1,103,118.00970873786407,8.106971301077625,1,1,0,119.0,-1402173.3128858458
120.0,74268,GAB. DESª MARIA DAS GRAÇAS ARRUDA FRANÇA,13202.0,GRA2T,4059.0,recife,PE,2611606.0,Gabinete de Desembargador do Trabalho,T,,-8.0558555555556,-34.873275,1,100,88.06,4.12927218193226,2,1,0,120.0,-1395258.324667123
121.0,20278,GABINETE TRT9 19,13205.0,GRA2T,1488.0,curitiba,PR,4106902.0,Gabinete de Desembargador do Trabalho,T,,-25.4329489,-49.2801211,1,96,31.65625,5.694586012945389,1,1,0,121.0,-1392089.598974094
122.0,47052,GABINETE LUCIA EHRENBRINK,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,103,136.40776699029126,6.914862691017469,2,1,0,122.0,-1384451.1847542075
123.0,20757,GAB. DES. SERGIO TORRES TEIXEIRA,13202.0,GRA2T,4059.0,recife,PE,2611606.0,Gabinete de Desembargador do Trabalho,T,,-8.0558555555556,-34.873275,1,117,303.9316239316239,6.419865132498704,2,1,0,123.0,-1377216.4346797997
124.0,19324,GABINETE DE DESEMBARGADOR N. 28,13199.0,GRA2T,583.0,belo horizonte,MG,3106200.0,Gabinete de Desembargador do Trabalho,T,0.0,-19.9333035,-43.926137,1,103,155.76699029126215,11.386202980566713,1,1,0,124.0,-1359905.7042559718
125.0,20269,GABINETE TRT9 10,13205.0,GRA2T,1488.0,curitiba,PR,4106902.0,Gabinete de Desembargador do Trabalho,T,,-25.4329489,-49.2801211,1,92,37.70652173913044,3.3638217412177562,1,1,0,125.0,-1330660.4902420675
126.0,20295,SECRETARIA DA 5ª TURMA,13205.0,GRA2T,1488.0,curitiba,PR,4106902.0,Gabinete de Desembargador do Trabalho,T,,-25.4329489,-49.2801211,1,90,10.133333333333333,2.5286632662439112,1,1,0,126.0,-1327298.8116531016
127.0,20584,Gabinete da Desembargadora Suzy Elizabeth Cavalcante Koury,13204.0,GRA2T,572.0,belem,PA,1501402.0,Gabinete de Desembargador do Trabalho,T,0.0,-1.4383166666667,-48.486861111111,1,102,180.31372549019608,7.5598563015527365,1,1,0,127.0,-1325567.1410727385
128.0,19301,GABINETE DE DESEMBARGADOR N. 10,13199.0,GRA2T,583.0,belo horizonte,MG,3106200.0,Gabinete de Desembargador do Trabalho,T,0.0,-19.9334329,-43.9263712,1,99,147.16161616161617,7.832794891760867,1,1,0,128.0,-1319127.8310805785
129.0,20267,GABINETE TRT9 8,13205.0,GRA2T,1488.0,curitiba,PR,4106902.0,Gabinete de Desembargador do Trabalho,T,,-25.4329489,-49.2801211,1,88,9.704545454545457,0.9610070188278744,1,1,0,129.0,-1299558.3247648857
130.0,19313,GABINETE DE DESEMBARGADOR N. 14,13199.0,GRA2T,583.0,belo horizonte,MG,3106200.0,Gabinete de Desembargador do Trabalho,T,0.0,-19.9333035,-43.926137,1,97,143.94845360824743,11.108287772851934,1,1,0,130.0,-1292416.6612324887
131.0,19302,GABINETE DE DESEMBARGADOR N. 11,13199.0,GRA2T,583.0,belo horizonte,MG,3106200.0,Gabinete de Desembargador do Trabalho,T,0.0,-19.9333035,-43.926137,1,94,110.35106382978724,4.04973100633125,1,1,0,131.0,-1290659.0567493034
132.0,63984,GABINETE DE DESEMBARGADOR N. 1,13199.0,GRA2T,583.0,belo horizonte,MG,3106200.0,Gabinete de Desembargador do Trabalho,T,0.0,-19.9333035,-43.926137,1,94,114.14893617021276,4.27825066461525,1,1,0,132.0,-1286874.2482705165
133.0,74269,GAB. DES. JOSÉ LUCIANO ALEXO,13202.0,GRA2T,4059.0,recife,PE,2611606.0,Gabinete de Desembargador do Trabalho,T,,-8.0558555555556,-34.873275,1,92,85.29347826086956,4.162765592028443,2,1,0,133.0,-1286145.4618993218
134.0,19327,GABINETE DE DESEMBARGADOR N. 30,13199.0,GRA2T,583.0,belo horizonte,MG,3106200.0,Gabinete de Desembargador do Trabalho,T,0.0,-19.9333035,-43.926137,1,91,90.48351648351648,6.089843627977513,2,1,0,134.0,-1265688.149716895
135.0,50363,Gab. Des. Regina Gláucia Cavalcante Nepomuceno,13203.0,GRA2T,1808.0,fortaleza,CE,2304400.0,Gabinete de Desembargador do Trabalho,T,0.0,-3.738963,-38.4932895,1,89,65.59550561797752,4.656194441181679,2,1,0,135.0,-1261295.296714436
136.0,19306,GABINETE DE DESEMBARGADOR N. 13,13199.0,GRA2T,583.0,belo horizonte,MG,3106200.0,Gabinete de Desembargador do Trabalho,T,0.0,-19.9333035,-43.926137,1,93,123.10752688172043,12.69064458909794,1,1,0,136.0,-1257028.2056017604
137.0,19320,GABINETE DE DESEMBARGADOR N. 23,13199.0,GRA2T,583.0,belo horizonte,MG,3106200.0,Gabinete de Desembargador do Trabalho,T,0.0,-19.9334329,-43.9263712,1,91,97.81318681318682,9.416576026660787,1,1,0,137.0,-1255990.8232340931
138.0,67840,Gabinete da Desembargadora Maria Zuíla Lima Dutra,13204.0,GRA2T,572.0,belem,PA,1501402.0,Gabinete de Desembargador do Trabalho,T,0.0,-1.4383166666667,-48.486861111111,1,89,72.04494382022472,4.880412058279648,1,1,0,138.0,-1255355.743035219
139.0,20263,GABINETE TRT9 4,13205.0,GRA2T,1488.0,curitiba,PR,4106902.0,Gabinete de Desembargador do Trabalho,T,,-25.4329489,-49.2801211,1,85,18.49411764705882,2.7881822816846045,1,1,0,139.0,-1246228.1595251223
140.0,47028,GABINETE CLEUSA REGINA HALFEN,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,85,25.423529411764704,2.014256979678545,1,1,0,140.0,-1240995.9960318273
141.0,19323,GABINETE DE DESEMBARGADOR N. 26,13199.0,GRA2T,583.0,belo horizonte,MG,3106200.0,Gabinete de Desembargador do Trabalho,T,0.0,-19.9333035,-43.926137,1,90,107.33333333333331,5.752820195814942,1,1,0,141.0,-1236917.0704164878
142.0,19321,GABINETE DE DESEMBARGADOR N. 24,13199.0,GRA2T,583.0,belo horizonte,MG,3106200.0,Gabinete de Desembargador do Trabalho,T,0.0,-19.9333035,-43.926137,1,92,132.43478260869566,12.270366968908606,1,1,0,142.0,-1235316.468632592
143.0,19325,GABINETE DE DESEMBARGADOR N. 29,13199.0,GRA2T,583.0,belo horizonte,MG,3106200.0,Gabinete de Desembargador do Trabalho,T,0.0,-19.9333035,-43.926137,1,90,111.85555555555555,3.7737815349530046,1,1,0,143.0,-1234628.2052112634
144.0,47041,GABINETE JOÃO BATISTA DE MATOS DANDA,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,86,50.33720930232558,2.015168852831853,1,1,0,144.0,-1234170.3680767522
145.0,19298,GABINETE DE DESEMBARGADOR N. 8,13199.0,GRA2T,583.0,belo horizonte,MG,3106200.0,Gabinete de Desembargador do Trabalho,T,0.0,-19.9334329,-43.9263712,1,90,112.22222222222223,4.0070212435535195,1,1,0,145.0,-1234088.289473523
146.0,19336,GABINETE DE DESEMBARGADOR N. 38,13199.0,GRA2T,583.0,belo horizonte,MG,3106200.0,Gabinete de Desembargador do Trabalho,T,0.0,-19.9333035,-43.926137,1,90,107.16666666666669,10.223589507877008,1,1,0,146.0,-1233043.378035632
147.0,20274,GABINETE TRT9 15,13205.0,GRA2T,1488.0,curitiba,PR,4106902.0,Gabinete de Desembargador do Trabalho,T,,-25.4329489,-49.2801211,1,84,20.94047619047619,3.7546575160791775,1,1,0,147.0,-1228698.9033254143
148.0,19307,GABINETE DE DESEMBARGADOR N. 46,13199.0,GRA2T,583.0,belo horizonte,MG,3106200.0,Gabinete de Desembargador do Trabalho,T,0.0,-19.9333035,-43.926137,1,89,105.17977528089888,4.429111794193622,1,1,0,148.0,-1226267.4002702555
149.0,19314,GABINETE DE DESEMBARGADOR N. 19,13199.0,GRA2T,583.0,belo horizonte,MG,3106200.0,Gabinete de Desembargador do Trabalho,T,0.0,-19.9334329,-43.9263712,1,89,107.42696629213484,4.069648923650833,1,1,0,149.0,-1224587.3222250384
150.0,47057,GABINETE MARCELO GONÇALVES DE OLIVEIRA,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,92,149.3804347826087,8.346008924253466,1,1,0,150.0,-1223336.8780336748
151.0,19309,GABINETE DE DESEMBARGADOR N. 47,13199.0,GRA2T,583.0,belo horizonte,MG,3106200.0,Gabinete de Desembargador do Trabalho,T,0.0,-19.9333035,-43.926137,1,89,109.3932584269663,3.9594746826222034,1,1,0,151.0,-1222935.377299554
152.0,19316,GABINETE DE DESEMBARGADOR N. 21,13199.0,GRA2T,583.0,belo horizonte,MG,3106200.0,Gabinete de Desembargador do Trabalho,T,0.0,-19.9333035,-43.926137,1,89,110.20224719101124,4.106449839411439,1,1,0,152.0,-1222084.5694100114
153.0,19299,GABINETE DE DESEMBARGADOR N. 9,13199.0,GRA2T,583.0,belo horizonte,MG,3106200.0,Gabinete de Desembargador do Trabalho,T,0.0,-19.9333035,-43.926137,1,90,119.8,13.22963061305048,1,1,0,153.0,-1218967.9410409757
154.0,78491,GABINETE DE DESEMBARGADOR N. 40,13199.0,GRA2T,583.0,belo horizonte,MG,3106200.0,Gabinete de Desembargador do Trabalho,T,0.0,-19.9334329,-43.9263712,1,87,93.33333333333331,3.3595933912814773,1,1,0,154.0,-1209945.865865406
155.0,79486,GABINETE DE DESEMBARGADOR N. 45,13199.0,GRA2T,583.0,belo horizonte,MG,3106200.0,Gabinete de Desembargador do Trabalho,T,0.0,-19.9333035,-43.926137,1,87,101.47126436781609,3.411870816357916,1,1,0,155.0,-1202820.3845055895
156.0,20574,Gabinete da Desembargadora Francisca Oliveira Formigosa,13204.0,GRA2T,572.0,belem,PA,1501402.0,Gabinete de Desembargador do Trabalho,T,,-1.4383166666667,-48.486861111111,1,88,126.9090909090909,5.884118395228504,2,1,0,156.0,-1192085.9867536533
157.0,19303,GABINETE DE DESEMBARGADOR N. 4,13199.0,GRA2T,583.0,belo horizonte,MG,3106200.0,Gabinete de Desembargador do Trabalho,T,0.0,-19.9333035,-43.926137,1,91,187.7692307692308,9.937715739162408,1,1,0,157.0,-1173656.5860957168
158.0,19343,GABINETE DE DESEMBARGADOR N. 44,13199.0,GRA2T,583.0,belo horizonte,MG,3106200.0,Gabinete de Desembargador do Trabalho,T,0.0,-19.9334329,-43.9263712,1,85,105.83529411764704,3.7274686356086923,1,1,0,158.0,-1171189.7661242867
159.0,19339,GABINETE DE DESEMBARGADOR N. 5,13199.0,GRA2T,583.0,belo horizonte,MG,3106200.0,Gabinete de Desembargador do Trabalho,T,0.0,-19.9333035,-43.926137,1,86,119.93023255813955,6.34041184426345,1,1,0,159.0,-1170600.659104121
160.0,19333,GABINETE DE DESEMBARGADOR N. 35,13199.0,GRA2T,583.0,belo horizonte,MG,3106200.0,Gabinete de Desembargador do Trabalho,T,0.0,-19.9333035,-43.926137,1,85,110.45882352941177,4.2230218367437615,1,1,0,160.0,-1166838.545903322
161.0,19334,GABINETE DE DESEMBARGADOR N. 36,13199.0,GRA2T,583.0,belo horizonte,MG,3106200.0,Gabinete de Desembargador do Trabalho,T,0.0,-19.9333035,-43.926137,1,84,96.01190476190477,3.122083153273549,1,1,0,161.0,-1166170.2657901708
162.0,19308,GABINETE DE DESEMBARGADOR N. 15,13199.0,GRA2T,583.0,belo horizonte,MG,3106200.0,Gabinete de Desembargador do Trabalho,T,0.0,-19.9333035,-43.926137,1,84,93.38095238095238,8.8360699938047,2,1,0,162.0,-1163580.5168441248
163.0,19317,GABINETE DE DESEMBARGADOR N. 48,13199.0,GRA2T,583.0,belo horizonte,MG,3106200.0,Gabinete de Desembargador do Trabalho,T,0.0,-19.9333035,-43.926137,1,84,100.29761904761904,3.394803764790197,1,1,0,163.0,-1162341.180476497
164.0,19322,GABINETE DE DESEMBARGADOR N. 25,13199.0,GRA2T,583.0,belo horizonte,MG,3106200.0,Gabinete de Desembargador do Trabalho,T,0.0,-19.9333035,-43.926137,1,92,198.17391304347825,26.669009191643013,1,1,0,164.0,-1161589.7177876763
165.0,19318,GABINETE DE DESEMBARGADOR N. 22,13199.0,GRA2T,583.0,belo horizonte,MG,3106200.0,Gabinete de Desembargador do Trabalho,T,0.0,-19.9333035,-43.926137,1,86,132.54651162790694,6.3003284029267,1,1,0,165.0,-1159785.1308636705
166.0,19342,GABINETE DE DESEMBARGADOR N. 43,13199.0,GRA2T,583.0,belo horizonte,MG,3106200.0,Gabinete de Desembargador do Trabalho,T,0.0,-19.9333035,-43.926137,1,85,120.21176470588236,5.552529545612482,1,1,0,166.0,-1157418.4643507835
167.0,19315,GABINETE DE DESEMBARGADOR N. 20,13199.0,GRA2T,583.0,belo horizonte,MG,3106200.0,Gabinete de Desembargador do Trabalho,T,0.0,-19.9333035,-43.926137,1,85,129.1529411764706,5.3197259519945685,1,1,0,167.0,-1150016.3474053587
168.0,19310,GABINETE DE DESEMBARGADOR N. 16,13199.0,GRA2T,583.0,belo horizonte,MG,3106200.0,Gabinete de Desembargador do Trabalho,T,0.0,-19.9333035,-43.926137,1,84,115.92857142857143,7.423835171506819,1,1,0,168.0,-1145826.7940948552
169.0,19341,GABINETE DE DESEMBARGADOR N. 42,13199.0,GRA2T,583.0,belo horizonte,MG,3106200.0,Gabinete de Desembargador do Trabalho,T,0.0,-19.9333035,-43.926137,1,86,137.06976744186048,18.69020789089492,1,1,0,169.0,-1145239.834504018
170.0,19330,GABINETE DE DESEMBARGADOR N. 33,13199.0,GRA2T,583.0,belo horizonte,MG,3106200.0,Gabinete de Desembargador do Trabalho,T,0.0,-19.9334329,-43.9263712,1,84,114.9404761904762,9.501308376714453,1,1,0,170.0,-1144911.7166024805
171.0,19328,GABINETE DE DESEMBARGADOR N. 31,13199.0,GRA2T,583.0,belo horizonte,MG,3106200.0,Gabinete de Desembargador do Trabalho,T,0.0,-19.9334329,-43.9263712,1,85,137.1764705882353,7.820499009512503,1,1,0,171.0,-1141070.6903064684
172.0,74389,GABINETE DE DESEMBARGADOR N. 27,13199.0,GRA2T,583.0,belo horizonte,MG,3106200.0,Gabinete de Desembargador do Trabalho,T,0.0,-19.9334329,-43.9263712,1,82,107.71951219512195,3.933056072112844,1,1,0,172.0,-1128137.1120085213
173.0,20593,Gabinete do Desembargador Walter Roberto Paro,13204.0,GRA2T,572.0,belem,PA,1501402.0,Gabinete de Desembargador do Trabalho,T,,-1.4383166666667,-48.486861111111,1,95,296.6,6.413708520990429,2,1,0,173.0,-1125208.0796259472
174.0,20281,GABINETE TRT9 22,13205.0,GRA2T,1488.0,curitiba,PR,4106902.0,Gabinete de Desembargador do Trabalho,T,,-25.4329489,-49.2801211,1,77,23.662337662337666,2.6187937600355085,1,1,0,174.0,-1125079.2526642594
175.0,19338,GABINETE DE DESEMBARGADOR N. 39,13199.0,GRA2T,583.0,belo horizonte,MG,3106200.0,Gabinete de Desembargador do Trabalho,T,0.0,-19.9333035,-43.926137,1,83,122.51807228915665,9.915660480920762,1,1,0,175.0,-1124647.518614123
176.0,47040,GABINETE JOÃO ALFREDO BORGES ANTUNES DE MIRANDA,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,91,252.05494505494502,12.126652084940838,1,1,0,176.0,-1113164.6540210585
177.0,20758,GAB. DES. FÁBIO ANDRÉ DE FARIAS,13202.0,GRA2T,4059.0,recife,PE,2611606.0,Gabinete de Desembargador do Trabalho,T,,-8.0558555555556,-34.873275,1,113,499.4601769911504,8.56819630932747,2,1,0,177.0,-1106754.4197527496
178.0,20581,Gabinete da Desembargadora Maria Valquíria Norat Coelho,13204.0,GRA2T,572.0,belem,PA,1501402.0,Gabinete de Desembargador do Trabalho,T,0.0,-1.4383166666667,-48.486861111111,1,92,278.7608695652174,9.166847568541089,2,1,0,178.0,-1103551.7064809303
179.0,19340,GABINETE DE DESEMBARGADOR N. 41,13199.0,GRA2T,583.0,belo horizonte,MG,3106200.0,Gabinete de Desembargador do Trabalho,T,0.0,-19.9333035,-43.926137,1,80,119.9875,3.659931066757152,1,1,0,179.0,-1091023.6754829814
180.0,19295,GABINETE DE DESEMBARGADOR N. 3,13199.0,GRA2T,583.0,belo horizonte,MG,3106200.0,Gabinete de Desembargador do Trabalho,T,0.0,-19.9333035,-43.926137,1,81,142.16049382716048,7.887178477436768,1,1,0,180.0,-1083278.3045952967
181.0,19335,GABINETE DE DESEMBARGADOR N. 37,13199.0,GRA2T,583.0,belo horizonte,MG,3106200.0,Gabinete de Desembargador do Trabalho,T,0.0,-19.9333035,-43.926137,1,83,165.81927710843374,21.37504561903209,1,1,0,181.0,-1079196.228949491
182.0,19297,GABINETE DE DESEMBARGADOR N. 7,13199.0,GRA2T,583.0,belo horizonte,MG,3106200.0,Gabinete de Desembargador do Trabalho,T,0.0,-19.9333035,-43.926137,1,84,173.16666666666663,36.39545808837511,1,1,0,182.0,-1073410.6308446855
183.0,19326,GABINETE DE DESEMBARGADOR N. 49,13199.0,GRA2T,583.0,belo horizonte,MG,3106200.0,Gabinete de Desembargador do Trabalho,T,0.0,-19.9333035,-43.926137,1,81,158.38271604938268,11.852019219102585,1,1,0,183.0,-1066926.7835945475
184.0,20266,GABINETE TRT9 7,13205.0,GRA2T,1488.0,curitiba,PR,4106902.0,Gabinete de Desembargador do Trabalho,T,,-25.4329489,-49.2801211,1,75,62.0,4.637843464052743,1,1,0,184.0,-1065586.7436101804
185.0,29316,"GAB, DO DESEMB, GERALDO RODRIGUES DO NASCIMENTO",13214.0,GRA2T,1903.0,goiania,GO,5208707.0,Gabinete de Desembargador do Trabalho,T,,-16.699153364937,-49.27290682597,1,74,52.770270270270274,2.7019132021328423,2,1,0,185.0,-1059640.4116130082
186.0,20759,GAB. DES. PAULO DIAS DE ALCÂNTARA,13202.0,GRA2T,4059.0,recife,PE,2611606.0,Gabinete de Desembargador do Trabalho,T,,-8.0558555555556,-34.873275,1,104,461.7403846153846,7.441270818719943,2,1,0,186.0,-1058999.87050012
187.0,79487,Gabinete do Desembargador Paulo Isan Coimbra da Silva Junior,13204.0,GRA2T,572.0,belem,PA,1501402.0,Gabinete de Desembargador do Trabalho,T,0.0,-1.43832,-48.486861111111,1,78,128.5,5.122467971029544,2,1,0,187.0,-1055965.4976677173
188.0,19332,GABINETE DE DESEMBARGADOR N. 34,13199.0,GRA2T,583.0,belo horizonte,MG,3106200.0,Gabinete de Desembargador do Trabalho,T,0.0,-19.9334329,-43.9263712,1,77,117.9090909090909,5.276339993570995,1,1,0,188.0,-1050462.942064437
189.0,79731,GAB. DESª SOLANGE MOURA DE ANDRADE,13202.0,GRA2T,4059.0,recife,PE,2611606.0,Gabinete de Desembargador do Trabalho,T,0.0,-8.0558555555556,-34.873275,1,150,783.78,13.572731827748795,2,1,0,189.0,-1035183.4403891026
190.0,20578,Gabinete do Desembargador Luis José de Jesus Ribeiro,13204.0,GRA2T,572.0,belem,PA,1501402.0,Gabinete de Desembargador do Trabalho,T,,-1.4383166666667,-48.486861111111,1,94,382.7978723404257,7.8998956991371205,2,1,0,190.0,-1030939.9019380657
191.0,29319,"GAB, DO DESEMB, MÁRIO SÉRGIO BOTTAZZO",13214.0,GRA2T,1903.0,goiania,GO,5208707.0,Gabinete de Desembargador do Trabalho,T,,-16.699153364937,-49.27290682597,1,71,60.985915492957744,2.464173389589417,1,1,0,191.0,-1011014.3677990779
192.0,20577,Gabinete do Desembargador Mario Leite Soares,13204.0,GRA2T,572.0,belem,PA,1501402.0,Gabinete de Desembargador do Trabalho,T,,-1.4383166666667,-48.486861111111,1,90,350.7888888888888,16.12651151234367,2,1,0,192.0,-1008470.748231612
193.0,19450,GAB. DES. ROBERTO LUIZ GUGLIELMETTO,13208.0,GRA2T,1790.0,florianopolis,SC,4205407.0,Gabinete de Desembargador do Trabalho,T,,-27.5910781,-48.5531733,1,98,1655.4183673469388,106.7181594797176,3,3,0,193.0,-986775.2573274353
194.0,20579,Gabinete da Desembargadora Alda Maria de Pinho Couto,13204.0,GRA2T,572.0,belem,PA,1501402.0,Gabinete de Desembargador do Trabalho,T,,-1.4383166666667,-48.486861111111,1,107,549.0467289719627,20.43567543547001,2,1,0,194.0,-982228.5159125362
