ranking,SEQ_ORGAO,NOMEDAVARA,SEQ_ORGAO_PAI,GRAU_ORGAO,SEQ_CIDADE,DSC_CIDADE,SIG_UF,COD_IBGE,DSC_TIP_ORGAO,TIP_ESFERA_JUSTICA,INT_ORDEM_ORGAO,LATITUDE,LONGITUDE,CAPITAL,qtd_processos,tempo_medio_proc,tempo_entre_movs,cluster_processual_mais_comum,cluster_unidade,procs_em_alerta,ranking,pontuacao_unidade
281.0,29316,"GAB, DO DESEMB, GERALDO RODRIGUES DO NASCIMENTO",13214.0,GRA2T,1903.0,goiania,GO,5208707.0,Gabinete de Desembargador do Trabalho,T,,-16.699153364937,-49.27290682597,1,74,52.770270270270274,2.7019132021328423,2,1,0,281.0,-1059640.4116130082
282.0,20759,GAB. DES. PAULO DIAS DE ALCÂNTARA,13202.0,GRA2T,4059.0,recife,PE,2611606.0,Gabinete de Desembargador do Trabalho,T,,-8.0558555555556,-34.873275,1,104,461.7403846153846,7.441270818719943,2,1,0,282.0,-1058999.87050012
283.0,79487,Gabinete do Desembargador Paulo Isan Coimbra da Silva Junior,13204.0,GRA2T,572.0,belem,PA,1501402.0,Gabinete de Desembargador do Trabalho,T,0.0,-1.43832,-48.486861111111,1,78,128.5,5.122467971029544,2,1,0,283.0,-1055965.4976677173
284.0,19332,GABINETE DE DESEMBARGADOR N. 34,13199.0,GRA2T,583.0,belo horizonte,MG,3106200.0,Gabinete de Desembargador do Trabalho,T,0.0,-19.9334329,-43.9263712,1,77,117.9090909090909,5.276339993570995,1,1,0,284.0,-1050462.942064437
285.0,20693,IPOJUCA  - 03A VARA,13202.0,GRA1T,2214.0,ipojuca,PE,2607208.0,Varas Trabalhistas,T,,-8.3993888888889,-35.058222222222,0,106,479.58490566037733,23.811897181576963,1,1,0,285.0,-1043098.7787903841
286.0,79731,GAB. DESª SOLANGE MOURA DE ANDRADE,13202.0,GRA2T,4059.0,recife,PE,2611606.0,Gabinete de Desembargador do Trabalho,T,0.0,-8.0558555555556,-34.873275,1,150,783.78,13.572731827748795,2,1,0,286.0,-1035183.4403891026
287.0,20578,Gabinete do Desembargador Luis José de Jesus Ribeiro,13204.0,GRA2T,572.0,belem,PA,1501402.0,Gabinete de Desembargador do Trabalho,T,,-1.4383166666667,-48.486861111111,1,94,382.7978723404257,7.8998956991371205,2,1,0,287.0,-1030939.9019380657
288.0,20513,3ª Vara do Trabalho de Ananindeua,13204.0,GRA1T,215.0,ananindeua,PA,1500800.0,Varas Trabalhistas,T,3.0,-1.3610472222222,-48.374602777778,0,698,1309.5214899713467,30.75025529288197,1,1,0,288.0,-1027779.512633518
289.0,30262,JUÍZO AUXILIAR EM  EXECUÇÃO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,0.0,-23.522675,-46.661457,1,124,1720.766129032258,224.4663963178587,3,3,0,289.0,-1021571.940490113
290.0,20722,POSTO AVANÇADO DE SURUBIM,13202.0,GRA1T,5043.0,surubim,PE,2614501.0,Varas Trabalhistas,T,,-7.8450674,-35.7794813,0,72,1198.5416666666667,155.77032656772238,1,3,0,290.0,-1018573.2001820991
291.0,81812,VARA ITINERANTE DA JUSTICA DO TRABALHO EM SIDROLANDIA,13220.0,GRA1T,959.0,campo grande,MS,5002704.0,Varas Trabalhistas,T,0.0,,,1,68,0.0,0.0,1,1,0,291.0,-1011438.0344287861
292.0,29319,"GAB, DO DESEMB, MÁRIO SÉRGIO BOTTAZZO",13214.0,GRA2T,1903.0,goiania,GO,5208707.0,Gabinete de Desembargador do Trabalho,T,,-16.699153364937,-49.27290682597,1,71,60.985915492957744,2.464173389589417,1,1,0,292.0,-1011014.3677990779
293.0,20577,Gabinete do Desembargador Mario Leite Soares,13204.0,GRA2T,572.0,belem,PA,1501402.0,Gabinete de Desembargador do Trabalho,T,,-1.4383166666667,-48.486861111111,1,90,350.7888888888888,16.12651151234367,2,1,0,293.0,-1008470.748231612
294.0,19289,6ª VARA DO TRABALHO DE UBERLÂNDIA,13199.0,GRA1T,5296.0,uberlandia,MG,3170206.0,Varas Trabalhistas,T,6.0,-18.8993838,-48.2596301,0,73,128.04109589041096,7.552087791640003,1,1,0,294.0,-986831.5044690559
295.0,19450,GAB. DES. ROBERTO LUIZ GUGLIELMETTO,13208.0,GRA2T,1790.0,florianopolis,SC,4205407.0,Gabinete de Desembargador do Trabalho,T,,-27.5910781,-48.5531733,1,98,1655.4183673469388,106.7181594797176,3,3,0,295.0,-986775.2573274353
296.0,20579,Gabinete da Desembargadora Alda Maria de Pinho Couto,13204.0,GRA2T,572.0,belem,PA,1501402.0,Gabinete de Desembargador do Trabalho,T,,-1.4383166666667,-48.486861111111,1,107,549.0467289719627,20.43567543547001,2,1,0,296.0,-982228.5159125362
297.0,20754,GAB. DESª NISE PEDROSO LINS DE SOUSA,13202.0,GRA2T,4059.0,recife,PE,2611606.0,Gabinete de Desembargador do Trabalho,T,,-8.0558555555556,-34.873275,1,160,865.96875,11.254919028590248,2,1,0,297.0,-976407.6559413153
298.0,20277,GABINETE TRT9 18,13205.0,GRA2T,1488.0,curitiba,PR,4106902.0,Gabinete de Desembargador do Trabalho,T,,-25.4329489,-49.2801211,1,67,34.44776119402985,6.2174640042082325,1,1,0,298.0,-969317.0347203332
299.0,20572,Gabinete do Desembargador José Edílsimo Eliziário Bentes,13204.0,GRA2T,572.0,belem,PA,1501402.0,Gabinete de Desembargador do Trabalho,T,0.0,-1.4383166666667,-48.486861111111,1,106,565.2924528301887,20.832293375419763,2,1,0,299.0,-955407.1588249106
300.0,20287,GABINETE TRT9 28,13205.0,GRA2T,1488.0,curitiba,PR,4106902.0,Gabinete de Desembargador do Trabalho,T,,-25.4329489,-49.2801211,1,65,18.123076923076926,2.7977184613574333,1,1,0,300.0,-953213.6209520035
301.0,20571,Gabinete da Desembargadora Rosita de Nazaré Sidrim Nassar,13204.0,GRA2T,572.0,belem,PA,1501402.0,Gabinete de Desembargador do Trabalho,T,,-1.4383166666667,-48.486861111111,1,86,382.9186046511628,11.727035113464847,2,1,0,301.0,-939798.1630926077
302.0,20583,Gabinete da Desembargadora Sulamir Palmeira Monassa de Almeida,13204.0,GRA2T,572.0,belem,PA,1501402.0,Gabinete de Desembargador do Trabalho,T,0.0,-1.43832,-48.486861111111,1,110,622.3,20.232865501161626,1,1,0,302.0,-929414.4330541115
303.0,50357,Gab. Des. José Antonio Parente da Silva,13203.0,GRA2T,1808.0,fortaleza,CE,2304400.0,Gabinete de Desembargador do Trabalho,T,0.0,-3.738963,-38.4932895,1,65,71.75384615384615,14.071463972107587,1,1,0,303.0,-911025.6863700161
304.0,19273,41ª VARA DO TRABALHO DE BELO HORIZONTE,13199.0,GRA1T,583.0,belo horizonte,MG,3106200.0,Varas Trabalhistas,T,41.0,-19.9216779,-43.9477468,1,78,320.2435897435897,9.604221232935464,1,1,0,304.0,-902909.7301234307
305.0,19277,45ª VARA DO TRABALHO DE BELO HORIZONTE,13199.0,GRA1T,583.0,belo horizonte,MG,3106200.0,Varas Trabalhistas,T,45.0,-19.9216779,-43.9477468,1,79,337.26582278481015,7.457671859346428,1,1,0,305.0,-902734.7607418699
306.0,19280,48ª VARA DO TRABALHO DE BELO HORIZONTE,13199.0,GRA1T,583.0,belo horizonte,MG,3106200.0,Varas Trabalhistas,T,48.0,-19.9216779,-43.9477468,1,77,319.06493506493507,8.283707122618331,1,1,0,306.0,-893257.2693750708
307.0,20271,GABINETE TRT9 12,13205.0,GRA2T,1488.0,curitiba,PR,4106902.0,Gabinete de Desembargador do Trabalho,T,,-25.4329489,-49.2801211,1,60,10.916666666666664,3.8780204968439613,1,1,0,307.0,-883558.8315256125
308.0,19278,46ª VARA DO TRABALHO DE BELO HORIZONTE,13199.0,GRA1T,583.0,belo horizonte,MG,3106200.0,Varas Trabalhistas,T,46.0,-19.9216779,-43.9477468,1,73,276.83561643835617,7.86616987581056,1,1,0,308.0,-877982.2245476115
309.0,47043,GABINETE JOÃO PAULO LUCENA,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,60,25.25,2.1372282539871548,1,1,0,309.0,-876003.3068713265
310.0,19252,3ª VARA DO TRABALHO DE SETE LAGOAS,13199.0,GRA1T,4977.0,sete lagoas,MG,3167202.0,Varas Trabalhistas,T,3.0,-19.455859,-44.254111,0,70,231.52857142857144,7.380678514593406,1,1,0,310.0,-873952.1571198376
311.0,20688,GOIANA  - 03A VARA,13202.0,GRA1T,1898.0,goiana,PE,2606200.0,Varas Trabalhistas,T,,-7.5604888888889,-34.995966666667,0,67,189.56716417910442,8.704477144829639,1,1,0,311.0,-863720.735916117
312.0,19975,Feira de Santana  - 04a Vara,13201.0,GRA1T,1737.0,feira de santana,BA,2910800.0,Varas Trabalhistas,T,,-12.2493395,-38.9487838,0,257,1136.136186770428,17.068286226310533,1,1,0,312.0,-859134.0168718827
313.0,20288,GABINETE TRT9 29,13205.0,GRA2T,1488.0,curitiba,PR,4106902.0,Gabinete de Desembargador do Trabalho,T,,-25.4329489,-49.2801211,1,60,52.85,3.2926885958508274,2,1,0,313.0,-858750.0306662085
314.0,19276,44ª VARA DO TRABALHO DE BELO HORIZONTE,13199.0,GRA1T,583.0,belo horizonte,MG,3106200.0,Varas Trabalhistas,T,44.0,-19.9216779,-43.9477468,1,73,302.0684931506849,9.059594068510556,1,1,0,314.0,-858691.0248869405
315.0,20714,RIBEIRÃO  - 02A VARA,13202.0,GRA1T,4113.0,ribeirao,PE,2611804.0,Varas Trabalhistas,T,,-8.5147722222222,-35.376625,0,77,379.09090909090907,9.585678003142684,1,1,0,315.0,-846034.751797067
316.0,30198,GABINETE DO DESEMBARGADOR SALVADOR FRANCO DE LIMA LAURINO,13198.0,GRA2T,4795.0,sao paulo,SP,3550308.0,Gabinete de Desembargador do Trabalho,T,,-23.548829,-46.653261,1,57,12.596491228070176,1.7865996513021685,2,1,0,316.0,-839611.3855455763
317.0,81282,GABINETE MARIA SILVANA ROTTA TEDESCO,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,0.0,-30.0255,-51.1338,1,58,40.41379310344829,2.227961851919681,1,1,0,317.0,-837952.8282983386
318.0,20264,GABINETE TRT9 5,13205.0,GRA2T,1488.0,curitiba,PR,4106902.0,Gabinete de Desembargador do Trabalho,T,,-25.4329489,-49.2801211,1,58,47.94827586206897,9.610863550549146,1,1,0,318.0,-829300.7453131335
319.0,47060,GABINETE MARIA CRISTINA SCHAAN FERREIRA,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,63,167.52380952380952,18.03658961912061,1,1,0,319.0,-820158.4888405731
320.0,20268,GABINETE TRT9 9,13205.0,GRA2T,1488.0,curitiba,PR,4106902.0,Gabinete de Desembargador do Trabalho,T,,-25.4329489,-49.2801211,1,57,45.842105263157904,12.457941838003757,1,1,0,320.0,-814578.7204991564
321.0,47055,GABINETE MANUEL CID JARDÓN,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,0.0,-30.0255,-51.1338,1,56,45.51785714285714,8.592168659040912,1,1,0,321.0,-802632.8340721224
322.0,19270,4ª VARA DO TRABALHO DE UBERABA,13199.0,GRA1T,5295.0,uberaba,MG,3170107.0,Varas Trabalhistas,T,4.0,-19.7384427,-47.9387248,0,78,455.42307692307685,5.854075447215049,1,1,0,322.0,-800394.8438362926
323.0,30135,GABINETE DA DESEMBARGADORA MAGDA APARECIDA KERSUL DE BRITO,13198.0,GRA2T,4795.0,sao paulo,SP,3550308.0,Gabinete de Desembargador do Trabalho,T,,-23.548829,-46.653261,1,54,18.907407407407405,2.187929841438613,2,1,0,323.0,-791792.3687555416
324.0,47058,GABINETE MARCELO JOSÉ FERLIN D'AMBROSO,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,56,66.10714285714286,14.55642053487448,1,1,0,324.0,-787762.8530216555
325.0,47059,GABINETE MARCOS FAGUNDES SALOMÃO,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,0.0,-30.0255,-51.1338,1,57,94.96491228070177,10.532806296240588,1,1,0,325.0,-787676.0477579614
326.0,47009,4ª Taquara,13200.0,GRA1T,5104.0,taquara,RS,4321204.0,Varas Trabalhistas,T,4.0,-29.3917,-50.4703,0,94,580.8617021276596,70.5338169232041,1,1,0,326.0,-785884.015987443
327.0,81283,GABINETE ROSIUL DE FREITAS AZAMBUJA,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,0.0,-30.0255,-51.1338,1,55,60.58181818181818,4.530297597816049,1,1,0,327.0,-782247.4860167531
328.0,47072,GABINETE TÂNIA REGINA SILVA RECKZIEGEL,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,55,67.96363636363637,3.8171161897690564,1,1,0,328.0,-778579.7357911789
329.0,47074,GABINETE VANIA MARIA CUNHA MATTOS,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,55,69.01818181818182,5.643803438217873,1,1,0,329.0,-776995.0578045321
330.0,22297,GABINETE DO DESEMBARGADOR BENTO HERCULANO DUARTE NETO,13217.0,GRA2T,3201.0,natal,RN,2408102.0,Gabinete de Desembargador do Trabalho,T,,-5.8271737,-35.2170276,1,100,619.09,92.2655369406728,3,1,0,330.0,-776092.0599083824
331.0,19251,3ª VARA DO TRABALHO DE POUSO ALEGRE,13199.0,GRA1T,3939.0,pouso alegre,MG,3152501.0,Varas Trabalhistas,T,3.0,-22.2661048,-45.9380472,0,65,289.81538461538463,5.995270693717004,1,1,0,331.0,-774535.2120009698
332.0,20687,GOIANA  - 02A VARA,13202.0,GRA1T,1898.0,goiana,PE,2606200.0,Varas Trabalhistas,T,,-7.5604888888889,-34.995966666667,0,58,146.63793103448273,5.3711396561130025,1,1,0,332.0,-774519.7851719065
333.0,47037,GABINETE GILBERTO SOUZA DOS SANTOS,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,54,56.314814814814824,4.264339568613687,1,1,0,333.0,-770471.107502867
334.0,19274,42ª VARA DO TRABALHO DE BELO HORIZONTE,13199.0,GRA1T,583.0,belo horizonte,MG,3106200.0,Varas Trabalhistas,T,42.0,-19.9216779,-43.9477468,1,76,469.43421052631584,12.710243202805636,1,1,0,334.0,-764010.6401997211
335.0,47022,GABINETE ANDRÉ REVERBEL FERNANDES,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,59,191.6271186440678,9.233965072270982,1,1,0,335.0,-759052.3056054455
336.0,47019,GABINETE ALEXANDRE CORRÊA DA CRUZ,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,54,82.42592592592592,4.6469409124968015,1,1,0,336.0,-756164.5027771702
337.0,20509,2ª Vara do Trabalho de Abaetetuba,13204.0,GRA1T,5.0,abaetetuba,PA,1500107.0,Varas Trabalhistas,T,2.0,-1.7241611111111,-48.885338888889,0,352,1244.1335227272727,28.843505313965448,3,1,0,337.0,-755143.762203516
338.0,47030,GABINETE DENISE PACHECO,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,62,268.14516129032256,9.926022694822793,1,1,0,338.0,-749782.1074041955
339.0,79434,Gabinete Roger Ballejo Villarinho,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,0.0,-30.0255,-51.1338,1,51,19.725490196078432,0.9165493734164716,1,1,0,339.0,-748030.5142125759
340.0,33908,GAB DES. ROSANA SALIM VILLELA TRAVESEDO,13197.0,GRA2T,4155.0,rio de janeiro,RJ,3304557.0,Gabinete de Desembargador do Trabalho,T,,-22.9088492,-43.175185,1,56,1337.6607142857142,99.5106582163497,2,3,0,340.0,-745790.3477517348
341.0,30082,2ª VARA DO TRABALHO DE PRAIA GRANDE,13198.0,GRA1T,3951.0,praia grande,SP,3541000.0,Varas Trabalhistas,T,2.0,-24.0299,-46.493831,0,73,1337.0684931506848,415.9338647895949,1,3,0,341.0,-741678.0839493282
342.0,47029,GABINETE CLÓVIS FERNANDO SCHUCH SANTOS,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,59,211.79661016949157,19.003858738009715,1,1,0,342.0,-741388.0683426599
343.0,19438,GAB. DES. GILMAR CAVALIERI,13208.0,GRA2T,1790.0,florianopolis,SC,4205407.0,Gabinete de Desembargador do Trabalho,T,0.0,-27.591652,-48.5491477,1,100,1927.62,100.56891940452907,3,3,0,343.0,-740864.0740827757
344.0,20750,GAB. DES. IVAN DE SOUZA VALENÇA ALVES,13202.0,GRA2T,4059.0,recife,PE,2611606.0,Gabinete de Desembargador do Trabalho,T,,-8.0558555555556,-34.873275,1,150,981.8266666666667,12.494897672734695,2,1,0,344.0,-739730.1916216236
345.0,19414,3ª VT DE ITAJAÍ,13208.0,GRA1T,2300.0,itajai,SC,4208203.0,Varas Trabalhistas,T,3.0,-26.9229766,-48.6775445,0,368,1218.7010869565215,67.86480937950833,3,1,0,345.0,-739465.1836022191
346.0,70799,4ª VARA DO TRABALHO DE BARUERI,13198.0,GRA1T,549.0,barueri,SP,3505708.0,Varas Trabalhistas,T,4.0,-23.500752,-46.842525,0,63,310.90476190476187,6.6407053639338685,1,1,0,346.0,-737007.8959213408
347.0,30043,1ª VARA DO TRABALHO DE FERRAZ DE VASCONCELOS,13198.0,GRA1T,1758.0,ferraz de vasconcelos,SP,3515707.0,Varas Trabalhistas,T,1.0,-23.543233,-46.364218,0,90,1657.5666666666666,292.9527489418278,1,3,0,347.0,-736665.8200909292
348.0,19225,2ª VARA DO TRABALHO DE NOVA LIMA,13199.0,GRA1T,3301.0,nova lima,MG,3144805.0,Varas Trabalhistas,T,2.0,-19.9845898,-43.8451159,0,59,233.84745762711862,5.515881771604756,1,1,0,348.0,-736335.9747528387
349.0,20270,GABINETE TRT9 11,13205.0,GRA2T,1488.0,curitiba,PR,4106902.0,Gabinete de Desembargador do Trabalho,T,,-25.4329489,-49.2801211,1,50,13.94,2.7176974789915964,1,1,0,349.0,-735353.8068278889
350.0,47064,GABINETE MARIA MADALENA TELESCA,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,60,272.8,11.869272447985024,1,1,0,350.0,-721634.0803549279
351.0,70797,GABINETE FABIANO HOLZ BESERRA,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,54,153.5185185185185,8.868021037621633,1,1,0,351.0,-715495.1195096028
352.0,74379,GABINETE ANGELA ROSI ALMEIDA CHAPPER,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,50,52.72,3.9103067515871066,1,1,0,352.0,-715367.5021915912
353.0,75469,4ª VARA DO TRABALHO DE MOGI DAS CRUZES,13198.0,GRA1T,3075.0,mogi das cruzes,SP,3530607.0,Varas Trabalhistas,T,4.0,-23.516775,-46.176025,0,74,505.1621621621622,16.484935971154613,1,1,0,353.0,-714670.9747639322
354.0,47027,GABINETE CLÁUDIO ANTÔNIO CASSOU BARBOSA,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,63,352.07936507936506,15.965986601857688,1,1,0,354.0,-705192.9687414488
355.0,30145,GABINETE DA DESEMBARGADORA MÉRCIA TOMAZINHO,13198.0,GRA2T,4795.0,sao paulo,SP,3550308.0,Gabinete de Desembargador do Trabalho,T,,-23.548829,-46.653261,1,48,17.1875,1.7912121535043533,1,1,0,355.0,-704822.276082436
356.0,47056,GABINETE MARÇAL HENRI DOS SANTOS FIGUEIREDO,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,0.0,-30.0255,-51.1338,1,54,170.6851851851852,11.72747972958401,1,1,0,356.0,-704681.011815943
357.0,47066,GABINETE REJANE SOUZA PEDRA,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,56,224.26785714285717,17.311160959320965,1,1,0,357.0,-697650.1983839655
358.0,47033,GABINETE FLÁVIA LORENA PACHECO,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,57,259.9824561403509,6.166264392687317,2,1,0,358.0,-696104.9766429869
359.0,47075,GABINETE WILSON CARVALHO DIAS,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,52,149.65384615384616,10.383401558014896,1,1,0,359.0,-690213.8844084839
360.0,47049,GABINETE LAÍS HELENA JAEGER NICOTTI,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,49,68.34693877551021,13.557703006531328,1,1,0,360.0,-688674.0822685511
361.0,30255,CENTRO JUDICIÁRIO DE MÉTODOS CONSENSUAIS DE SOLUÇÃO DE DISPUTAS SÃO PAULO - ZONA LESTE,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,0.0,-23.52182,-46.527151,1,50,117.5,1.656324679264794,1,1,0,361.0,-684104.4932277524
362.0,47062,GABINETE MARIA HELENA LISOT,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,50,116.9,8.02348749938572,1,1,0,362.0,-681220.9118176919
363.0,47044,GABINETE JOÃO PEDRO SILVESTRIN,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,0.0,-30.0255,-51.1338,1,54,216.7962962962963,11.470840414470544,1,1,0,363.0,-679919.5970461043
364.0,70800,5ª VARA DO TRABALHO DE BARUERI,13198.0,GRA1T,549.0,barueri,SP,3505708.0,Varas Trabalhistas,T,5.0,-23.500752,-46.842525,0,67,471.02985074626883,9.651514002325088,1,1,0,364.0,-674506.2212215948
365.0,19516,VARA DO TRABALHO DE AREIA,13209.0,GRA1T,364.0,areia,PB,2501104.0,Varas Trabalhistas,T,0.0,-7.218987,-35.895346,0,113,867.9557522123894,30.04252237346339,3,1,0,365.0,-666088.431300276
366.0,47067,GABINETE RICARDO CARVALHO FRAGA,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,67,479.26865671641787,14.9882255524556,2,1,0,366.0,-665410.6244830075
367.0,79478,Gabinete Simone Maria Nunes,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,0.0,-30.0255,-51.1338,1,47,79.46808510638297,4.8783346784315595,1,1,0,367.0,-659413.9417916217
368.0,70705,GABINETE DO DESEMBARGADOR LEONARDO TRAJANO,13209.0,GRA2T,2565.0,joao pessoa,PB,2507507.0,Gabinete de Desembargador do Trabalho,T,,-7.11985,-34.873071,1,50,181.4,6.413509276081282,1,1,0,368.0,-649775.9009293441
369.0,30124,GABINETE DA DESEMBARGADORA FERNANDA OLIVA COBRA VALDÍVIA,13198.0,GRA2T,4795.0,sao paulo,SP,3550308.0,Gabinete de Desembargador do Trabalho,T,,-23.548829,-46.653261,1,44,24.522727272727273,1.7213570886591414,2,1,0,369.0,-642883.4654945743
370.0,29992,3ª VARA DO TRABALHO DE SÃO PAULO - ZONA LESTE,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,3.0,-23.52182,-46.527151,1,70,557.3285714285714,12.600226656539373,1,1,0,370.0,-642238.4734204755
371.0,77697,GABINETE DA PRESIDÊNCIA,13209.0,GRA2T,2565.0,joao pessoa,PB,2507507.0,Gabinete de Desembargador do Trabalho,T,0.0,-7.115818,-34.879988,1,53,273.66037735849056,6.4651940181000125,1,1,0,371.0,-639841.999214692
372.0,47025,GABINETE BRÍGIDA JOAQUINA CHARÃO BARCELOS,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,50,203.54,8.110749491283322,1,1,0,372.0,-637857.2808217431
373.0,30136,GABINETE DA DESEMBARGADORA MARGOTH GIACOMAZZI MARTINS,13198.0,GRA2T,4795.0,sao paulo,SP,3550308.0,Gabinete de Desembargador do Trabalho,T,,-23.548829,-46.653261,1,42,10.0,0.5610544217687075,2,1,0,373.0,-620244.6221051747
374.0,19441,GAB. DES. GARIBALDI T. PEREIRA FERREIRA,13208.0,GRA2T,1790.0,florianopolis,SC,4205407.0,Gabinete de Desembargador do Trabalho,T,,-27.5910781,-48.5531733,1,109,2046.9816513761468,153.06279559048045,3,3,0,374.0,-620232.2757075382
375.0,30001,12ª VARA DO TRABALHO DE SÃO PAULO - ZONA LESTE,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,12.0,-23.52182,-46.527151,1,64,512.5,12.60787053323165,1,1,0,375.0,-615867.8019849842
376.0,30172,GABINETE DO DESEMBARGADOR DONIZETE VIEIRA DA SILVA,13198.0,GRA2T,4795.0,sao paulo,SP,3550308.0,Gabinete de Desembargador do Trabalho,T,,-23.548829,-46.653261,1,42,24.619047619047624,1.9397201409299352,1,1,0,376.0,-613525.5825031268
377.0,20260,GABINETE TRT9 1,13205.0,GRA2T,1488.0,curitiba,PR,4106902.0,Gabinete de Desembargador do Trabalho,T,,-25.4329489,-49.2801211,1,42,24.595238095238088,2.0333945230970407,1,1,0,377.0,-613496.2392626168
378.0,30118,GABINETE DA DESEMBARGADORA BIANCA BASTOS,13198.0,GRA2T,4795.0,sao paulo,SP,3550308.0,Gabinete de Desembargador do Trabalho,T,,-23.548829,-46.653261,1,42,33.166666666666664,4.862244933033435,2,1,0,378.0,-608708.1220904435
379.0,19444,GAB. DES. LÍLIA LEONOR ABREU,13208.0,GRA2T,1790.0,florianopolis,SC,4205407.0,Gabinete de Desembargador do Trabalho,T,,-27.5910781,-48.5531733,1,98,2011.571428571429,145.86812836741515,3,3,0,379.0,-599378.2878174913
380.0,19221,2ª VARA DO TRABALHO DE ITUIUTABA,13199.0,GRA1T,2414.0,ituiutaba,MG,3134202.0,Varas Trabalhistas,T,2.0,-18.9737464,-49.4447142,0,51,305.1764705882353,7.784007724532697,1,1,0,380.0,-598948.1104535065
381.0,30190,GABINETE DO DESEMBARGADOR NELSON NAZAR,13198.0,GRA2T,4795.0,sao paulo,SP,3550308.0,Gabinete de Desembargador do Trabalho,T,,-23.548829,-46.653261,1,41,24.560975609756106,2.0143106451696062,1,1,0,381.0,-598909.0987721647
382.0,79730,GAB. DESª ANA CLAUDIA PETRUCCELLI DE LIMA,13202.0,GRA2T,4059.0,recife,PE,2611606.0,Gabinete de Desembargador do Trabalho,T,0.0,-8.0558555555556,-34.873275,1,115,956.1130434782608,10.988523060453586,2,1,0,382.0,-598410.2777140348
