codigo,descricao
6112,Redução da Capacidade Auditiva
6113,Abono de Permanência em Serviço (Art. 87)
6114,"Benefício Assistencial (Art. 203,V CF/88)"
6115,Ferroviário
6116,Ex-combatentes
6117,Renda Mensal Vitalícia
6118,Aposentadoria por Tempo de Contribuição (Art. 55/6)
6119,"RMI - Renda Mensal Inicial, Reajustes e Revisões Específicas"
6120,RMI - Renda Mensal Inicial
6121,RMI pelo art. 202 CF/88 (média dos 36 últimos salários-de-contribuição)
6122,"RMI pelo art. 1º da Lei 6.423/77 - índices de atualização dos 24 1ºs salários-de-contribuição, anteriores aos 12 últimos)"
6123,RMI pela equivalência entre Salário-de-Benefício e Salário-de-Contribuição
6124,RMI sem incidência de Teto Limitador
6125,RMI da pensão de dependente de ex-combatente
6126,"Benefício mínimo a partir da CF/88 (art. 201, § 2º CF/88)"
6127,Parcelas e índices de correção do salário-de-contribuição
6128,Limitação do salário-de-benefício e da renda mensal inicial
6129,RMI cuja salário-de-benefício supera menor valor teto
6130,Escala de Salário-Base
6131,Contribuição sobre vinte salários mínimos
6132,Cálculo do Benefício de acordo com a Sistemática anterior à Lei 9.876/99
6133,"IRSM de Fevereiro de 1994(39,67%)"
6134,Alteração do coeficiente de cálculo de pensão
6135,Alteração do coeficiente de cálculo do benefício
6136,Cálculo do benefício de segurado especial de acordo com a Lei 9.876/99
6137,Cálculo do fator previdenciário - Lei 9.876/99
6138,Reajustes e Revisões Específicos
6139,Reajuste pela Súmula 260 do TFR
6140,Art. 58 ADCT da CF/88
6141,Utilização do PNS no Reajuste de Benefícios
6142,Manutenção do Benefício pela equivalência salarial
6143,Expurgos inflacionários sobre os benefícios
6144,"Salário Mínimo de Ncz$ 120,00 para junho/89"
6145,Reajuste de 147%
6146,Reajustamento pelo IGP-DI
6147,Aplicação de coeficiente de cálculo diverso do fixado na Lei n.º 8.213/91
6148,Reajuste aplicado ao salário mínimo em setembro/94
6149,Sistemática de conversão dos benefícios previdenciários em URVs
6150,Reajustamento pelo INPC
6151,Art. 144 da Lei 8.213/91 e/ou diferenças decorrentes
6152,"Gratificação Natalina a partir da CF/88 (Art. 201, § 6º CF/88)"
6153,Abono da Lei 8.178/91
6154,"Índice de 4,02% da Lei 8.222/91"
6155,Desconto do DL 1.910/81
6156,Descontos dos benefícios
6157,Correção Monetária pela Súmula 71 TFR
6158,Correção Monetária de Benefício pago com atraso
6159,Reajuste conforme Portaria MPAS 714/1993
6160,Disposições Diversas Relativas às Prestações
6161,Habilitação e Reabilitação Profissional
6162,Decadência/Prescrição
6164,Declaração de Ausência
6165,Atividade concomitante
6166,Renúncia ao benefício
6167,Demonstrativo das importâncias pagas
6168,Períodos de Carência
6169,Limite Mínimo de Idade
6170,Perda da qualidade de segurado
6171,Inclusão de Dependente
6172,Regra de Transição para Aposentadoria - &quot;Pedágio&quot;
6173,Pedidos Genéricos Relativos aos Benefícios em Espécie
6174,Data de Início de Benefício (DIB)
6175,Cumulação
6176,Parcelas de benefício não pagas
6177,Concessão
6178,Restabelecimento
6179,Conversão
6181,Tempo de serviço
6182,Averbação/Cômputo/Conversão de tempo de serviço especial
6183,Averbação/Cômputo de tempo de serviço de segurado especial (regime de economia familiar)
6184,Averbação/Cômputo de tempo de serviço  rural (empregado/empregador)
6185,Averbação/Cômputo do tempo de serviço como aluno aprendiz
6186,Averbação/Cômputo do tempo de serviço militar
6187,Averbação/Cômputo de tempo de serviço de empregado doméstico
6188,Averbação/Cômputo de tempo de serviço urbano
6189,Certidão de Tempo de Serviço
6190,Contagem Recíproca de Tempo de Serviço
6191,DIREITO INTERNACIONAL
6192,Nacionalidade
6193,Aquisição
6194,Perda
6195,Concessão de Naturalização
6196,Cancelamento de Naturalização
6197,Estrangeiro
6198,Admissão / Entrada / Permanência / Saída
6199,Asilo
6200,Livre Trânsito MERCOSUL
6201,Trabalhador Migrante ou Fronteiriço do MERCOSUL
6202,Proteção Internacional a Direitos Humanos
6203,Cooperação Internacional
6206,Auxílio Direto
6207,Mercosul
6212,Tratado Internacional
6213,Normas do Mercosul
6214,Casamento e Divórcio
6215,Sucessão de Bens de Estrangeiro
6216,Prestação de Alimentos
6217,Funcionamento de Empresa Estrangeira
6218,Pessoa Jurídica Estrangeira
6219,Contratos Internacionais
6220,Responsabilidade do Fornecedor
6226,Inclusão Indevida em Cadastro de Inadimplentes
6233,Planos de Saúde
6238,Oferta
6239,Fixação
7617,Telefonia
7618,Turismo
7619,Consórcio
7620,Estabelecimentos de Ensino
7621,Seguro
7626,Assinatura Básica Mensal
7627,Pulsos Excedentes
7628,Outras Relações de Trabalho
7629,Empreitada
7630,Representante Comercial Autônomo
7631,Honorários Profissionais
7632,Trabalhador Eventual
7633,Trabalhador Avulso
7639,Direito de Greve / Lockout
7640,Interdito Proibitório
7641,Contrato Provisório de Emprego
7644,Categoria Profissional Especial
7645,Aeroviários
7646,Rural
7647,Contrato em Regime de Tempo Parcial
7649,Aplicabilidade
7656,União Estável ou Concubinato
7657,Tutela e Curatela
7659,Regime de Bens Entre os Cônjuges
7660,Usufruto e Administração dos Bens de Filhos Menores
7661,Bem de Família
7664,Dissolução
7667,Investigação de Maternidade
7671,Adoção de Maior
7672,União Homoafetiva
7673,Sucessões
7676,Administração de herança
7677,Reconhecimento / Dissolução
7681,Obrigações
7687,Inventário e Partilha
7688,Transmissão
7689,Assunção de Dívida
7690,Adimplemento e Extinção
7691,Inadimplemento
7694,Atos Unilaterais
7696,Preferências e Privilégios Creditórios
7697,Correção Monetária
7698,Perdas e Danos
7699,Juros de Mora - Legais / Contratuais
7700,Cláusula Penal
7701,Arras ou Sinal
7703,Pagamento
7704,Pagamento em Consignação
7705,Pagamento com Sub-rogação
7706,Imputação do Pagamento
7707,Dação em Pagamento
7708,Novação
7709,Compensação
7710,Confusão
7711,Remissão das Dívidas
7712,Promessa de Recompensa
7713,Gestão de Negócios
7714,Pagamento Indevido
7715,Enriquecimento sem Causa
7717,Espécies de Títulos de Crédito
7724,REGISTROS PÚBLICOS
7725,Registro Civil das Pessoas Naturais
7729,Tabelionato de Protestos de Títulos
7732,Registro de nascimento após prazo legal
7735,Retificação de Nome 
7737,Cancelamento de Protesto
7748,Acidente Aéreo
7752,Bancários
7757,Auxílio-Doença Acidentário
7760,Fornecimento de Energia Elétrica
7761,Fornecimento de Água
7767,Substituição do Produto
7768,Rescisão do contrato e devolução do dinheiro
7769,Abatimento proporcional do preço 
7770,Interpretação / Revisão de Contrato
7771,Contratos de Consumo
7772,Cartão de Crédito
7773,Financiamento de Produto
7774,Serviços Profissionais
7775,Serviços Hospitalares
7776,Transporte Terrestre
7779,Indenização por Dano Moral
7780,Indenização por Dano Material
7781,Protesto Indevido de Título
7783,Responsabilidade Contratual
7784,Responsabilidade Extracontratual
7785,Prestação Pecuniária
7786,Perda de Bens e Valores
7787,Prestação de Serviços à Comunidade
7788,Interdição Temporária de Direitos
7789,Limitação de Fim de Semana
7790,Pena Restritiva de Direitos
7791,Pena Privativa de Liberdade
7792,Pena de Multa
7793,Medidas de Segurança
7794,Tratamento Ambulatorial
7795,Internação
7797,Quanto à Embarcação
7798,Quanto à Carga
7799,Clandestinos
7834,Retificação de Data de Nascimento
7835,Retificação de Sexo
7895,Registro de Imóveis
7896,Cancelamento de Hipoteca
7897,Inscrição na Matrícula de Registro Torrens
7898,Instituição de Bem de Família
7899,Bloqueio de Matrícula
7911,Por Remição
7912,Por Terceiro Prejudicado
7925,Registro de Óbito após prazo legal
7926,Registro de Nascimento de Filho de Brasileiro Nascido no Exterior
7928,Liberdade Provisória
7929,Prisão em flagrante
7935,Perempção
7937,Inclusão/exclusão de Jurado
7940,Deserção
7941,Denegação
7942,Execução Penal e de Medidas Alternativas
7945,Falsidade
7947,Fatos Jurídicos
7949,Direitos da Personalidade 
7952,Organizações Religiosas
7953,Partido Político
8805,Sucessão de Empregadores
8806,Subempreitada
8807,Sócio / Acionista
8808,Indenização por Dano Material
8809,Acidente de Trabalho
8810,Salário por Acúmulo de Cargo / Função
8812,Salário Maternidade
8813,Licenças e Folgas - Conversão em Pecúnia
8816,Salário Substituição
8817,Gratificação por Tempo de Serviço
8818,Gratificação de Função
8820,Décimo Terceiro Salário Proporcional
8821,Férias Proporcionais 
8822,Indenização Adicional
8823,Saldo de Salário
8824,Indenização do artigo 478 da CLT
8826,DIREITO PROCESSUAL CIVIL E DO TRABALHO
8828,Jurisdição e Competência
8829,Competência 
8838,Imunidade de Jurisdição
8842, Partes e Procuradores
8843,Assistência Judiciária Gratuita
8859,Intervenção de Terceiros 
8865,Litigância de Má-Fé
8866,Litisconsórcio 
8867,Sucessão Processual
8868,Procuração 
8873,Representação em Juízo
8874,Sucumbência 
8875,Ministério Público
8883,Órgãos Judiciários e Auxiliares da Justiça
8884,Do Juiz
8888,Dos Auxiliares da Justiça
8893,Atos Processuais
8919,Nulidade
8928, Prazo
8934,Valor da Causa
8938,"Formação, Suspensão e Extinção do Processo"
8939, Suspensão do Processo
8941,Modificação ou Alteração do Pedido
8942,Extinção do Processo Sem Resolução de Mérito
8960,Processo e Procedimento
8961,Antecipação de Tutela / Tutela Específica
8986,Erro de Procedimento
8990,Provas
9024,Revelia 
9026,Vícios Formais da Sentença
9045,Recurso
9047,Efeitos
9050,Preparo / Deserção
9051,Desconfiguração de Justa Causa
9060,Prazo
9098, Cabimento
9148,Liquidação / Cumprimento / Execução
9149,Valor da Execução / Cálculo / Atualização
9160,Levantamento de Valor
9163,Penhora / Depósito/ Avaliação 
9166,Multa de 10%
9178,Inexequibilidade do Título / Inexigibilidade da Obrigação
9180,Expropriação de Bens
9189,Remição
9192,Tutela Provisória
9196,Liminar 
9258,Honorários Periciais
9414,Extinção da Execução
9418,Concurso de Credores
9419,Execução Previdenciária
9450,Fraude à Execução
9453,Imunidade de Execução
9484,Sucessão
9487,Licenças / Afastamentos
9493,Capacidade Processual
9494,Substituição da Parte
9517,Causas Supervenientes à Sentença
9518,Efeito Suspensivo / Impugnação / Embargos à Execução
9519,Benefício de Ordem
9520,Ato Atentatório à Dignidade da Justiça
9524,Indenização do Prejuízo
9532,Caução
9533,Coligação
9534,Transformação
9535,Incorporação
9536,Fusão
9537,Cisão
9538,Liquidação
9539,Alteração de capital
9541,Capacidade
9542,Curadoria dos bens do ausente
9543,Sucessão Provisória
9545,Inclusão de associado
9546,Exclusão de associado
9547,Fiscalização
9549,Exclusão de filiado
9550,Fusão
9551,Eleições - Diretórios
9555,Ineficácia de atos  em relação à massa
9556,Convolação de recuperação judicial em falência
9558,Administração judicial
9559,Classificação de créditos
9565,Laudo Arbitral Internacional
9575,Sustação de Protesto
9580,Espécies de Contratos
9581,Agêncie e Distribuição
9582,Alienação Fiduciária
9583,Arrendamento Rural
9584,Arrendamento Mercantil
9585,Cartão de Crédito
9586,Comissão
9587,Compra e Venda
9588,Corretagem
9589,Depósito
9590,Doação
9591,Empreitada
9592,Fiança
9593,Locação de Imóvel
9594,Mandato
9595,Troca ou Permuta
9596,Prestação de Serviços
9597,Seguro
9598,Transação
9599,Transporte de Coisas
9600,Transporte de Pessoas
9601,Estimatório
9602,Comodato
9603,Mútuo
9604,Constituição de Renda
9605,Jogo e Aposta
9606,Compromisso
9607,Contratos Bancários
9608,Franquia
9609,Locação de Móvel
9610,Despejo para Uso Próprio
9611,Despejo para Uso de Ascendentes e Descendentes
9612,Despejo por Denúncia Vazia
9614,Benfeitorias
9615,Direito de Preferência
9616,Empresas
9617,Espécies de Sociedades
9618,Conta de Participação
9619,Simples
9620,Nome Coletivo
9621,Comandita Simples
9622,Limitada
9623,Anônima
9624,Comandita por Ações
9625,Cooperativa
9626,Coligadas
9627,Dependente de Autorização
9629,Estrangeira
9633,DIREITO DA CRIANÇA E DO ADOLESCENTE
9634,Ato Infracional
9635,Contra a vida
9636,Homicídio Simples
9637,Homicídio Privilegiado
9638,Homicídio Qualificado
9639,"Induzimento, Instigação ou Auxílio a Suicídio"
9640,Infanticídio
9641,Lesões Corporais
9642,Leve
9643,Seguida de Morte
9644,Grave
9645,Gravíssima
9646,Privilegiada
9647,Decorrente de Violência Doméstica
9648,Periclitação da Vida e da Saúde e Rixa
9649,Perigo de contágio de moléstia grave
9650,Perigo para a vida ou saúde de outrem (art. 132)
9651,Abandono de incapaz (art. 133)
9652,Omissão de socorro (art. 135)
9653,Rixa (art. 137)
9654,Perigo de Contágio Venéreo
9655,Contra a Honra
9656,Calúnia
9657,Difamação
9658,Injúria
9659,Contra a liberdade pessoal
9660,Constrangimento ilegal (art. 146)
9661,Ameaça (art. 147)
9662,Seqüestro e cárcere privado (art. 148)
9663,Redução a condição análoga à de escravo (art. 149)
9664,Contra a inviolabilidade de domicílio
9665,Violação de domicílio (art. 150)
9666,Contra a inviolabilidade de correspondência
9667,"Violação de correspondência (art. 151, caput)"
9668,"Sonegação ou destruição de correspondência (art. 151, § 1º, I)"
9669,"Violação de comunicação telegráfica, radioelétrica ou telefônica (art. 151, § 1º, II, III e IV)"
9670,Violação de Correspondência comercial (art. 152)
9671,Contra a inviolabilidade de segredo
9672,Divulgação de segredo (art. 153)
9673,Violação do segredo profissional (art. 154)
9674,Contra o Patrimônio
9675,Furto (art. 155)
9676,"Furto Qualificado (Art. 155, § 4o.)"
9677,Furto de coisa comum (art. 156)
9678,Roubo (art. 157)
9679,Extorsão (art. 158)
9680,Extorsão mediante seqüestro (art. 159)
9681,Extorsão indireta (art. 160)
9682,"Alteração de limites (art. 161, caput)"
9683,"Usurpação de águas (art. 161, § 1º, I)"
9684,"Esbulho possessório (art. 161, § 1º, II)"
9685,Dano (art. 163)
9686,Introdução ou abandono de animais em propriedade alheia (art. 164)
9687,"Dano em coisa de valor artístico, arqueológico ou histórico (art. 165)"
9688,Alteração de local especialmente protegido (art. 166)
9689,Apropriação indébita Previdenciária (art. 168-A e Lei 8.212/91)
9690,Estelionato
9691,"Estelionato Majorado (art. 171, § 3º)"
9692,Outras fraudes
9693,Fraude à execução (art. 179)
9694,Receptação
9695,"Apropriação indébita (art. 168, caput)"
9696,"Apropriação de Coisa Havida por Erro, Caso Fortuito ou Força da Natureza (art.169)"
9697,Furto Privilegiado
9698,Furto de Veículo Automotor a ser Transportado para outro Estado ou Exterior
9699,Roubo Majorado
9700,Latrocínio
9701,Extorsão mediante Seqüestro Seguida de Morte
9702,Extorsão mediante Sequestro Seguida de Lesão Corporal Grave
9703,Supressão ou Alteração de Marca em Animais
9704,Dano Qualificado
9705,Apropriação de Tesouro
9706,Apropriação de Coisa Achada
9707,Disposição de coisa alheia como própria
9708,Alienação ou Oneração Fraudulenta de Coisa Própria
9709,Defraudação de Penhor
9710,Fraude na Entrega de Coisa
9711,Fraude para Recebimento de Indenização ou Valor de Seguro
9712,Fraude no Pagamento por Meio de Cheque
9713,Duplicata Simulada
9714,Abuso de Incapazes
9715,Induzimento à Especulação
9716,Fraude no Comércio
9717,Fraudes e Abusos na Fundação ou Administração de Sociedade por Ações
9718,Emissão Irregular de Conhecimento de Depósito ou &quot;Warrant&quot;
9719,Receptação Qualificada
9720,Contra a Propriedade Intelectual
9721,Violação de direito autoral
9722,Contra a Organização do Trabalho
9723,Atentado contra a liberdade de trabalho (art. 197)
9724,Atentado contra a liberdade de contrato de trabalho e boicotagem violenta (art. 198)
9725,Atentado contra a liberdade de associação (art. 199)
9726,"Paralisação de trabalho, seguida de violência ou perturbação da ordem (art. 200)"
9727,Paralisação de trabalho de interesse coletivo (art. 201)
9728,"Invasão de estabelecimento industrial, comercial ou agrícola. Sabotagem (art. 202)"
9729,Frustração de direitos assegurados por lei trabalhista (art. 203)
9730,Exercício de atividade com infração de decisão administrativa (art. 205)
9731,Aliciamento para fins de emigração (art. 206)
9732,Aliciamento de trabalhadores de um local para outro do território nacional (art. 207)
9733,Frustração de lei sobre a nacionalização do trabalho (art. 204)
9734,Contra o sentimento religioso e contra o respeito aos mortos
9735,Destruição / Subração / Ocultação de Cadáver
9736,Impedimento ou Perturbação de Cerimônia Funerária (Art. 209)
9737,Vilipêndio a Cadáver
9738,Violação a Sepultura (Art. 210)
9739,Ultraje / Impedimento ou Perturbação de Culto Religioso
9740,Contra a dignidade sexual
9741,Tráfico Internacional de Pessoa para Fim de Exploração Sexual 
9742,Estupro 
9743,Atentado Violento ao Pudor
9744,Atentado ao Pudor Mediante Fraude
9745,Corrupção de Menores
9746,Ultraje Público ao Pudor (Ato/Escrito Obsceno)
9747,Mediação para Servir a Lascívia de Outrem 
9748,Posse Sexual Mediante Fraude
9749,Assédio Sexual
9750,Favorecimento da Prostituição
9751,Casa de Prostituição
9752,Rufianismo
9753,Tráfico Internacional de Pessoas
9754,Tráfico Interno de Pessoas
9755,Contra a Família
9756,Crimes Contra a Assistência Familiar
9757,Abandono Material
9758,Abandono Intelectual
9759,Entrega de Filho Menor a Pessoa Inidônea
9760,Crimes contra o Casamento
9761,Bigamia
9762,Conhecimento Prévio de Impedimento
9763,Induzimento a erro essencial e ocultação de impedimento
9764,Simulação de Casamento
9765,Simulação de Autoridade para Celebração de Casamento
9766,Crimes Contra o Estado de Filiação
9767,Parto Suposto (Art. 242)
9768,Registro de Nascimento Inexistente (Art. 241)
9769,Sonegação do Estado de Filiação (Art. 243)
9770,Crime contra o Pátrio-Poder e Tutela
9771,"Induzimento a Fuga, Entrega Arbitrária ou Sonegação de Incapazes (Art. 248)"
9772,Subtração de Incapazes (Art. 249)
9773,Contra a Incolumidade Pública
9774,Incêndio
9775,Explosão 
9776,Uso de gás tóxico ou asfixiante 
9777,Inundação / Perigo de Inundação
9778,Desabamento ou desmoronamento (art. 256)
9779,"Subtração, ocultação ou inutilização de material de salvamento (art. 257)"
9780,Difusão de doença ou praga (art. 259)
9781,Desastre ferroviário / Perigo de Desastre Ferroviário
9782,Atentado contra a segurança de transporte público
9783,Arremesso de projétil
9784,Atentado contra a segurança de serviços de utilidade pública (art. 265)
9785,Interrupção /perturbação de serviços telegráficos/telefônicos (art. 266)
9786,Epidemia (art. 267)
9787,Emprego de Processo Proibido/Substância não permitida
9788,Invólucro ou recipiente com falsa indicação (art. 275)
9789,Falsificação / Corrupção / Adulteração / Alteração de produto destinado a fins terapêuticos ou medicinais
9790,"Exercício Ilegal da Medicina, Arte Dentária ou Farmacêutica (art. 282)"
9791,Charlatanismo (Art. 283)
9792,Corrupção ou Poluição de Água Potável (Art. 271)
9793,Curandeirismo (Art. 284)
9794,Envenenamento de Água Potável / Substância Alimentícia ou Medicinal (Art. 270)
9795,Falsificação / Corrupção / Adulteração / Alteração de Substância ou Produtos Alimentícios
9796,Infração de Medida Sanitária Preventiva (Art. 268)
9797,Omissão de Notificação de Doença (Art. 269)
9798,Outras Substâncias Nocivas a Saúde Pública (Art. 278)
9799,Substância Destinada à Falsificação (Art. 277)
9800,Fabrico / Fornecimento / Aquisição / Posse ou Transporte de Explosivos ou Gás Tóxico ou Asfixiante
9801,Venda de Produtos ou Substância nas Condições dos Artigos 274 e 275 
9802,Medicamento em Desacordo com Receita Médica
9803,Contra a Paz Pública
9804,Quadrilha ou Bando (art. 288)
9805,Incitação ao Crime
9806,Apologia de Crime ou Criminoso
9807,Contra a Fé Pública
9808,Moeda Falsa / Assimilados
9809,Petrechos para falsificação de moeda (art. 291)
9810,Emissão de título ao portador sem permissão legal (art. 292)
9811,Falsificação de papéis públicos (art. 293)
9812,Falsificação do selo ou sinal público (art. 296)
9813,Falsificação de documento público
9814,Falsificação de documento particular (art. 298)
9815,Falsidade ideológica (art. 299)
9816,Falso reconhecimento de firma ou letra (art. 300)
9817,"Certidão ou atestado ideologicamente falso (art. 301, caput)"
9818,"Falsidade material de atestado ou certidão (art. 301, § 1º)"
9819,Falsidade de atestado médico (art. 302)
9820,Reprodução ou adulteração de selo ou peça filatélica (art. 303)
9821,Uso de documento falso (art. 304)
9822,Supressão de documento (art. 305)
9823,"Falsificação do sinal empregado no contraste de metal precioso ou na fiscalização alfandegária, ou para outros fins (art. 306)"
9824,Falsa identidade 
9825,Fraude de lei sobre estrangeiros
9826,Petrechos de Falsificação de Papéis Públicos
9827,Adulteração de Sinal Identificador de Veículo Automotor
9828,Praticados por Funcionários Públicos Contra a Administração em Geral
9829,"Peculato (art. 312, caput e § 1º)"
9830,Peculato mediante erro de outrem (art. 313)
9831,"Extravio, sonegação ou inutilização de livro ou documento (art. 314)"
9832,Emprego irregular de verbas ou rendas públicas (art. 315)
9833,"Concussão (art. 316, caput)"
9834,"Excesso de exação (art. 316, §§ 1º e 2º)"
9835,Corrupção passiva (art. 317)
9836,Facilitação de contrabando ou descaminho (art. 318)
9837,Prevaricação
9838,Condescendência criminosa (art. 320)
9839,Advocacia administrativa (art. 321)
9840,Violência arbitrária (art. 322)
9841,Abandono de função (art. 323)
9842,Exercício funcional ilegalmente antecipado ou prolongado (art. 324)
9843,Violação do sigilo funcional (art. 325)
9844,Violação do sigilo de proposta de concorrência (art. 326)
9845,Inserção de dados falsos em sistema de informações (art. 313-A)
9846,Modificação ou alteração não autorizada de sistema de informações (art. 313-B)
9847,Previstos na Legislação Extravagante
9848,Contra a Propriedade Industrial
9849,Contra Patente de Invenção
9850,Contra os Desenhos Industriais
9851,Contra as Marcas
9852,"Cometidos por Meio de Marca, Título de Estabelecimento e Sinal de Propaganda "
9853,Contra Indicações Geográficas e Demais Indicações
9854,De Concorrência Desleal
9855,de Responsabilidade
9856,Contra a Economia Popular
9857,de Abuso de Autoridade
9858,De Tráfico Ilícito e Uso Indevido de Drogas
9859,Tráfico de Drogas e Condutas Afins
9860,Posse de Drogas para Consumo Pessoal
9861,Fabricação de Objeto Destinado a Produção de Drogas e Condutas Afins 
9862,"Indução, Instigação ou Auxílio ao Uso de Drogas"
9863,Oferecimento de Drogas para Consumo Conjunto
9864,Associação para a Produção e Tráfico e Condutas Afins
9865,Financiamento ou Custeio de Produção ou Tráfico de Drogas
9866,"Colaboração com Grupo, Organização ou Associação Destinados à Produção ou Tráfico de Drogas "
9867,Prescrição Culposa de Drogas
9868,Condução de Embarcação ou Aeronave sob Efeito de Drogas
9869,Responsabilidade Criminal por Danos Nucleares
9870,Contra o Serviço Postal e o Serviço de Telegrama
9871,"Contra a Segurança Nacional, a Ordem Política e Social"
9872,Contra o Sistema Financeiro Nacional
9873,Resultante de Preconceito de Raça ou de Cor
9874,Contra a Ordem Tributária
9875,Contra a Ordem Econômica
9876,Contra as Relações de Consumo
9877,Representação caluniosa
9878,Contra o Meio Ambiente
9879,Contra a Fauna
9880,Contra a Flora
9881,Da Poluição
9882,Agrotóxicos (Lei 7.802/89)
9883,Atividades Nucleares (Lei 6.453/77)
9884,Caça (Lei nº 5.197/67)
9886,Genética (Lei nº 8.974/95)
9887,"Pesca (Lei nº 5.197/67, Lei nº 7.643/87, Lei 7.679/88, DL 221/67)"
9888,"De &quot;Lavagem&quot; ou Ocultação de Bens, Direitos ou Valores"
9889,Contra as Telecomunicações
9890,Previstos na Lei de Estrangeiros
9891,De Tortura
9892,De Trânsito
9893,Do Sistema Nacional de Armas
9894,De Imprensa
9895,Estatuto da criança e do adolescente
9896,Contra o mercado de capitais
9897,De genocídio
9898,Sigilo Telefônico
9899,Da Lei de licitações
9900,Da Lei de remoção de órgãos e tecidos
9901,Praticados contra os índios e a cultura indígena
9903,"Recusa, retardamento ou omissão de dados técnicos indispensáveis à propositura de Ação Civil Pública"
9904,Agrários
9905,Relacionados à Comissão Parlamentar de Inquérito
9906,Eleitorais
9907,De Quebra de Sigilo Financeiro
9908,Do Código Brasileiro de Telecomunicações
9909,Estatuto do Idoso
9910,Parcelamento do solo urbano
9911,Falimentares
9912,Militares
9913,Contra a Administração da Justiça - Lei da Ação de Alimentos 
9914,Contravenções Penais
9915,Análogo a Crime Tentado
9916,Análogo a Crime Culposo
9917,Praticados por Particular Contra a Administração em Geral
9918,Usurpação de função pública (art. 328)
9919,Resistência (art. 329)
9920,Tráfico de influência (art. 332)
9921,Corrupção ativa (art. 333)
9922,"Impedimento, perturbação ou fraude de concorrência (art. 335)"
9923,Inutilização de edital ou de sinal (art. 336)
9924,"Subtração ou inutilização de livro ou documento (art. 337, caput)"
9925,Desobediência (art. 330)
9926,Desacato (art. 331)
9927,Contrabando ou descaminho (art. 334)
9928,Sonegação de contribuição previdenciária (art. 337-A e Lei 8.212/91)
9929,Praticados por Particular Contra a Administração Pública Estrangeira
9930,Corrupção Ativa em Transação Comercial Internacional
9931,Tráfico de Influência em Transação Comercial Internacional
9932,Contra a Administração da Justiça
9933,Reingresso de estrangeiro expulso
9934,Denunciação caluniosa
9935,Comunicação falsa de crime ou de contravenção
9936,Auto-acusação falsa
9937,Falso testemunho ou falsa perícia
9938,Coação no curso do processo
9939,Exercício arbitrário das próprias razões
9940,Fraude processual
9941,Favorecimento pessoal
9942,Favorecimento real
9943,Exercício arbitrário ou abuso de poder
9944,Fuga de pessoa presa ou submetida a medida de segurança
9945,Evasão mediante violência contra a pessoa
9946,Arrebatamento de preso
9947,Motim de presos
9948,Patrocínio infiel
9949,Patrocínio simultâneo ou tergiversação
9950,Sonegação de papel ou objeto de valor probatório
9951,Exploração de prestígio
9952,Violência ou fraude em arrematação judicial
9953,Desobediência a decisão judicial sobre perda ou suspensão de direitos
9955,Contra as Finanças Públicas
9956,Contratação de Operação de Crédito
9957,Inscrição de Despesas Não Empenhadas
9958,Assunção de Obrigação no Último Ano do Mandato ou Legislatura
9959,Ordenação de Despesa Não Autorizada
9960,Prestação de Garantia Graciosa
9961,Não Cancelamento de Restos a Pagar
9962,Aumento de Despesa com Pessoal no Último Ano do Mandato ou Legislatura
9963,Oferta Pública ou Colocação de Títulos no Mercado
9964,Seção Cível
9965,Abandono Material
9966,Abandono Intelectual
9967,Maus Tratos
9968,Abuso Sexual
9969,Exploração do Trabalho Infantil
9970,Pobreza
9971,Uso ou Tráfico de Drogas
9972,Adoção Internacional
9973,Adoção Nacional
9974,Adoção de Criança
9975,Adoção de Adolescente
9977,Entrada e Permanência de Menores
9978,Viagem ao Exterior
9979,Trabalho do adolescente
9981,Pessoas Jurídicas
9984,Em comum / De fato
9985,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO
9986,Garantias Constitucionais
9988,Anistia Política
9989,Direitos Indígenas
9990,Intervenção em Estado / Município
9991,Responsabilidade da Administração
9992,Indenização por Dano Moral
9994,Indenização por Dano Ambiental
9995,Erro Médico
9996,Acidente de Trânsito
9997,Atos Administrativos
9998,Licenças
9999,Declaração de Bagagem
10000,Declaração de Trânsito Aduaneiro
10001,Comercialização sem Restrições de Produtos Industrializados
10002,Comercialização sem Restrições de Gêneros Alimentícios
10003,Comercialização e/ou Utilização sem Restrições de Medicamentos
10004,Funcionamento de Comércio de Derivados de Petróleo
10005,Registro de Empresa
10006,Funcionamento de Estabelecimentos Empresariais
10007,Registro / Porte de arma de fogo
10008,Registro de Aeronave
10009,Inquérito / Processo / Recurso Administrativo
10010,"Ato Lesivo ao Patrimônio Artístico, Estético, Histórico ou Turístico"
10011,Improbidade Administrativa
10012,Dano ao Erário
10013,Enriquecimento ilícito
10014,Violação aos Princípios Administrativos
10015,Fiscalização
10016,Inspeção Fitossanitária
10017,Exportação/Vedações
10018,Inspeção Sanitária de Origem Animal
10019,Segurança e Medicina do Trabalho
10020,Registro de Trabalho Portuário/Órgão de Gestão de Mão-de-Obra
10021,"Registro de Marcas, Patentes ou Invenções"
10022,Infração Administrativa
10023,Multas e demais Sanções
10024,Interdição
10025,Apreensão
10026,Registro de Direito Autoral
10027,Registro de Programa de Computador
10028,Serviços
10029,Ensino Superior
10030,Matrícula
10031,Financiamento Público da Educação e/ou Pesquisa
10032,Colação de Grau
10033,Exigência de Estágio Profissionalizante
10034,Transferência de Estudante
10035,Freqüência às Aulas
